基金代码,基金简称
018957,中航机遇领航混合发起C
012082,博时数字经济混合A
014648,融通先进制造混合C
010136,宏利高研发6个月持有混合C
023398,尚正研究睿选混合发起C
024207,信澳产业升级混合C
481001,工银核心价值混合A
024796,兴业科技创新混合发起式A
015491,博时科创主题灵活配置混合(LOF)C
009217,博时荣丰回报灵活配置混合A
013507,华安制造先锋混合C
009474,国泰致远优势混合
005730,国泰江源优势精选混合A
009892,富国成长策略混合A
022368,永赢睿恒混合C
001892,长盛新兴成长混合A
012083,博时数字经济混合C
014036,博时成长回报混合A
015368,国泰海通领航成长一年持有混合发起A
024797,兴业科技创新混合发起式C
008633,万家科技创新混合A
004374,华泰保兴吉年丰混合发起A
011325,国泰江源优势精选混合C
004818,国寿安保目标策略混合发起A
001075,宝盈转型动力混合A
009218,博时荣丰回报灵活配置混合C
009025,海富通科技创新混合A
004819,国寿安保目标策略混合发起C
004375,华泰保兴吉年丰混合发起C
015369,国泰海通领航成长一年持有混合发起C
018554,交银启嘉混合A
024439,交银瑞安混合A
014037,博时成长回报混合C
008634,万家科技创新混合C
501073,华安智联混合(LOF)A
001664,平安鑫安混合A
015389,宝盈转型动力混合C
004833,先锋聚利混合A
007049,平安鑫安混合E
519732,交银定期支付双息平衡混合
004834,先锋聚利混合C
016071,华安智联混合(LOF)C
009024,海富通科技创新混合C
001665,平安鑫安混合C
024440,交银瑞安混合C
018555,交银启嘉混合C
021510,宏利半导体产业混合发起A
002345,华夏高端制造混合A
023420,永赢锐见先锋混合A
008507,交银内核驱动混合
017602,华夏国企创新混合发起式A
021511,宏利半导体产业混合发起C
009318,南方成长先锋混合A
018835,广发成长启航混合A
002770,安信新回报混合A
012846,恒越蓝筹精选混合
001869,招商制造业混合A
002771,安信新回报混合C
015058,华夏高端制造混合C
000404,易方达新兴成长灵活配置
015096,东财数字经济混合A
023421,永赢锐见先锋混合C
017603,华夏国企创新混合发起式C
013842,银华新锐成长混合A
162703,广发小盘成长混合(LOF)A
009319,南方成长先锋混合C
018836,广发成长启航混合C
012098,华夏成长机会一年持有混合
023451,中欧信息科技混合发起A
019003,易方达科技智选混合A
002292,诺安益鑫灵活配置混合A
009132,广发小盘成长混合(LOF)C
004569,招商制造业混合C
000969,前海开源大安全混合
010155,长盛核心成长混合A
519191,万家新利灵活配置混合
015097,东财数字经济混合C
006100,平安优势产业混合A
580002,东吴双动力混合A
017794,交银启盛混合A
167002,平安鼎越混合(LOF)A
017737,融通慧心混合A
007340,南方科技创新混合A
013843,银华新锐成长混合C
009644,东方阿尔法优势产业混合A
000354,长盛城镇化主题混合A
014550,诺安益鑫灵活配置混合C
019004,易方达科技智选混合C
023452,中欧信息科技混合发起C
000522,华润元大信息传媒科技混合A
010156,长盛核心成长混合C
017738,融通慧心混合C
018442,汇添富成长领航混合A
011241,东吴双动力混合C
320007,诺安成长混合A
213008,宝盈资源优选混合
009645,东方阿尔法优势产业混合C
018876,兴合先进制造混合发起式A
017795,交银启盛混合C
019089,华润元大信息传媒科技混合C
001959,华商乐享互联灵活配置混合A
001933,华商新兴活力混合
002251,华夏军工安全混合A
018933,长盛城镇化主题混合C
006101,平安优势产业混合C
008962,建信科技创新混合A
025333,诺安成长混合C
009511,信澳研究优选混合A
007341,南方科技创新混合C
012608,信澳领先智选混合
014254,信澳智远三年持有期混合A
022416,汇添富弘盛回报混合发起式A
000531,东吴阿尔法灵活配置混合A
018443,汇添富成长领航混合C
024717,汇安成长领航混合A
501085,财通科创主题灵活配置混合(LOF)A
009023,鹏华稳健回报混合A
360016,光大保德信行业轮动混合A
001822,华商智能生活灵活配置混合A
009048,浦银科技创新优选混合
240017,华宝新兴产业混合
015981,光大高端装备混合C
018877,兴合先进制造混合发起式C
002152,华宝核心优势混合A
013142,华商乐享互联灵活配置混合C
519089,新华优选成长混合
240011,华宝大盘精选混合
519185,万家精选混合A
008082,国寿安保研究精选混合A
022417,汇添富弘盛回报混合发起式C
014255,信澳智远三年持有期混合C
013566,华夏军工安全混合C
014581,东吴阿尔法灵活配置混合C
015980,光大高端装备混合A
008963,建信科技创新混合C
011351,金鹰年年邮益一年持有混合A
017511,鹏华稳健回报混合C
009234,鹏华优质企业混合A
024718,汇安成长领航混合C
014954,信澳研究优选混合C
008083,国寿安保研究精选混合C
000308,建信创新中国混合
005041,人保研究精选混合A
015385,华商智能生活灵活配置混合C
016340,银河价值成长混合A
580006,东吴新经济混合A
016461,华宝核心优势混合C
015566,万家精选混合C
110013,易方达科翔混合
010550,华商双擎领航混合
519091,新华泛资源优势混合
020755,永赢融安混合A
001018,易方达新经济混合
014401,富国核心趋势混合A
009913,中信保诚成长动力混合A
005668,融通新能源汽车主题精选混合A
011352,金鹰年年邮益一年持有混合C
006009,国融融银灵活配置混合A
012617,东吴新经济混合C
019205,鹏华优质企业混合C
005042,人保研究精选混合C
008980,中邮科技创新精选混合A
006010,国融融银灵活配置混合C
016341,银河价值成长混合C
019888,中欧周期优选混合发起A
110025,易方达资源行业混合
007113,永赢高端制造混合A
506001,万家科创板2年定开混合
021390,东兴成长优选混合发起A
015527,弘毅远方汽车产业升级混合A
021145,银华甄选价值成长混合A
008981,中邮科技创新精选混合C
020758,永赢融安混合C
007114,永赢高端制造混合C
009835,融通新能源汽车主题精选混合C
017848,东方红先进制造混合A
010611,万家战略发展产业混合A
014402,富国核心趋势混合C
014282,中信保诚成长动力混合C
013855,嘉实品质发现混合A
160722,嘉实惠泽混合(LOF)
001112,东方红中国优势混合
021391,东兴成长优选混合发起C
021146,银华甄选价值成长混合C
015528,弘毅远方汽车产业升级混合C
019219,中信保诚先进制造混合A
019889,中欧周期优选混合发起C
001712,东方红优势精选混合
014472,景顺长城远见成长混合A
002563,泓德泓汇混合
009968,金鹰内需成长混合A
010612,万家战略发展产业混合C
017849,东方红先进制造混合C
519005,海富通股票混合
005251,银华多元动力灵活配置混合A
013856,嘉实品质发现混合C
000609,华商新量化混合A
007346,易方达科技创新混合A
011500,九泰量化新兴产业
013147,汇添富碳中和主题混合A
002482,宝盈互联网沪港深混合
017075,宝盈半导体产业混合发起式A
050004,博时精选混合A
008251,汇安宜创量化精选混合A
110012,易方达科汇灵活配置混合
000717,融通转型三动力灵活配置混合A
007277,恒生前海消费升级混合
019220,中信保诚先进制造混合C
000598,长盛生态环境混合A
001479,中邮风格轮动灵活配置混合
009715,汇添富策略增长灵活配置混合
005726,国泰价值精选灵活配置混合A
005136,华安幸福生活混合A
014473,景顺长城远见成长混合C
017639,景顺长城景气优选一年持有期混合A
005914,景顺长城智能生活混合A
009969,金鹰内需成长混合C
008252,汇安宜创量化精选混合C
017076,宝盈半导体产业混合发起式C
016048,华商新量化混合C
009828,融通转型三动力灵活配置混合C
018375,金信景气优选混合A
013148,汇添富碳中和主题混合C
011324,国泰价值精选灵活配置混合C
018790,华泰柏瑞均衡成长混合A
501075,万家科创主题灵活配置混合(LOF)A
000940,富国中小盘精选混合A
160605,鹏华中国50混合
021967,西部利得均衡优选混合A
580009,东吴多策略混合A
014990,华安幸福生活混合C
018376,金信景气优选混合C
009364,工银科技创新6个月定开混合A
017640,景顺长城景气优选一年持有期混合C
018791,华泰柏瑞均衡成长混合C
023915,永赢价值发现慧选混合发起A
023265,景顺长城智能生活混合C
002862,金信量化精选混合A
007501,万家科创主题灵活配置混合(LOF)C
009929,南方创新驱动混合A
021968,西部利得均衡优选混合C
011949,东吴多策略混合C
005482,博时创新驱动混合A
015690,富国中小盘精选混合C
011815,恒越优势精选混合A
470009,汇添富民营活力混合
163412,兴全轻资产混合(LOF)
015724,英大碳中和混合A
016272,华泰保兴吉年红混合发起A
010427,兴银策略智选混合A
100039,富国通胀通缩主题轮动混合A
015079,永赢成长远航一年持有混合A
519949,长信利信混合A
011790,建信创新驱动混合
014175,工银价值成长混合A
023925,永赢价值发现慧选混合发起C
009365,工银科技创新6个月定开混合C
011144,华安汇宏精选混合A
020434,金信量化精选混合C
015725,英大碳中和混合C
009930,南方创新驱动混合C
016273,华泰保兴吉年红混合发起C
007294,长信利信混合E
010383,宝盈基础产业混合A
015440,信澳智选先锋一年持有期混合A
007293,长信利信混合C
010428,兴银策略智选混合C
005483,博时创新驱动混合C
016248,银华创新动力优选混合A
016507,长城数字经济混合A
017086,嘉实ESG可持续投资混合A
015692,富国通胀通缩主题轮动混合C
013774,易方达趋势优选混合A
660015,农银行业轮动混合A
100022,富国天瑞强势混合A
005967,鹏华创新驱动混合A
006430,凯石澜龙头经济一年持有混合
001816,汇添富新睿精选混合A
010033,安信成长精选混合A
014807,宏利景气智选18个月持有混合A
014176,工银价值成长混合C
015703,易米开泰混合A
011145,华安汇宏精选混合C
010384,宝盈基础产业混合C
015080,永赢成长远航一年持有混合C
001951,金鹰改革红利混合
160642,鹏华增瑞混合(LOF)A
016249,银华创新动力优选混合C
015441,信澳智选先锋一年持有期混合C
013775,易方达趋势优选混合C
014808,宏利景气智选18个月持有混合C
015850,农银行业轮动混合C
000020,景顺长城品质投资混合A
160215,国泰价值经典混合(LOF)
022743,鹏华增瑞混合(LOF)C
002164,汇添富新睿精选混合C
165528,中信保诚鼎利混合(LOF)A
003131,国寿安保强国智造混合
015604,华安动力领航混合A
009189,华宝成长策略混合A
320005,诺安价值增长混合A
009651,海富通成长甄选混合A
014292,嘉实产业领先混合A
016508,长城数字经济混合C
010034,安信成长精选混合C
161910,万家新机遇价值驱动A
005544,银华瑞和灵活配置混合A
014653,建信卓越成长一年持有混合A
015704,易米开泰混合C
015035,银华核心动力精选混合A
017087,嘉实ESG可持续投资混合C
016906,景顺长城品质投资混合C
005265,博时厚泽回报混合A
005682,财通资管消费精选混合A
582003,东吴配置优化混合A
022148,诺安价值增长混合C
002281,建信裕利灵活配置混合
009652,海富通成长甄选混合C
010114,华宝新兴成长混合A
011020,财通资管消费精选混合C
025476,银华瑞和灵活配置混合C
018730,华夏招鑫鸿瑞混合A
021448,华宝成长策略混合C
015937,中信保诚鼎利混合(LOF)C
015605,华安动力领航混合C
014654,建信卓越成长一年持有混合C
501078,广发科创主题灵活配置混合(LOF)
014293,嘉实产业领先混合C
005449,华夏行业龙头混合
011707,东吴配置优化混合C
015036,银华核心动力精选混合C
001297,平安智慧中国混合
006085,万家新机遇价值驱动C
003025,新华红利回报混合
004726,先锋聚优A
001210,天弘互联网混合A
006348,银华盛利混合发起式A
217020,招商安达灵活配置混合
002560,诺安和鑫混合A
017197,华宝新兴成长混合C
004727,先锋聚优C
022414,前海开源国企精选混合发起A
673010,西部利得新动向混合A
110001,易方达平稳增长混合
005266,博时厚泽回报混合C
018731,华夏招鑫鸿瑞混合C
013910,兴业兴睿两年持有混合A
002810,金信转型创新成长混合发起式A
001538,摩根科技前沿混合A
017878,华安匠心甄选混合A
000263,工银信息产业混合A
004641,万家量化睿选混合A
013145,浙商汇金先进制造混合
050010,博时特许价值混合A
012130,景顺长城先进智造混合A
015749,博时优享回报混合A
015461,天弘互联网混合C
015684,银华盛利混合发起式C
006813,博时汇悦回报混合
005977,中信保诚至兴混合A
003567,华夏行业景气混合A
021636,长城周期优选混合发起式A
010807,融通稳信增益6个月持有期混合A
022415,前海开源国企精选混合发起C
021953,西部利得新动向混合C
519688,交银精选混合
001832,易方达瑞恒灵活配置混合
011805,嘉实优质核心两年持有混合A
013911,兴业兴睿两年持有混合C
012294,泰康优势精选三年持有期混合
012131,景顺长城先进智造混合C
018504,景顺长城周期优选混合A
014964,摩根科技前沿混合C
025246,诺安和鑫混合C
011474,工银信息产业混合C
020384,金信转型创新成长混合发起式C
004148,圆信永丰多策略
015750,博时优享回报混合C
004044,金鹰转型动力混合
017879,华安匠心甄选混合C
007353,工银科技创新混合
163411,兴全精选混合
013674,长城价值甄选一年持有混合A
016556,万家量化睿选混合C
012525,融通稳信增益6个月持有期混合C
501205,鹏华创新未来混合(LOF)C
010147,博道嘉兴一年持有期混合
014783,招商远见成长混合A
011888,民生加银周期优选混合A
001088,华宝国策导向混合A
010755,博道睿见一年持有期混合
020600,国寿安保景气优选混合发起式A
011806,嘉实优质核心两年持有混合C
370027,摩根智选30混合A
162205,宏利风险预算混合
018505,景顺长城周期优选混合C
021637,长城周期优选混合发起式C
024830,西部利得资源鑫选混合发起A
005978,中信保诚至兴混合C
240005,华宝多策略增长A
010460,兴业研究精选混合A
519674,银河创新成长混合A
012650,博时半导体主题混合A
010375,国金鑫悦经济新动能A
010730,银华心佳两年持有期混合
011889,民生加银周期优选混合C
021647,东方红动力领航混合A
006864,国联安核心资产策略混合
000061,华夏盛世混合
024931,华夏卓越成长混合D
015947,兴业研究精选混合C
012477,富国匠心精选12个月持有混合A
005094,万家臻选混合A
024831,西部利得资源鑫选混合发起C
020601,国寿安保景气优选混合发起式C
952004,国泰海通君得明混合A
019108,华宝国策导向混合C
004183,富国产业升级混合A
013675,长城价值甄选一年持有混合C
016400,摩根智选30混合C
004745,长盛创新驱动混合A
006904,泰康产业升级混合A
014784,招商远见成长混合C
015613,华宝多策略增长C
000534,长盛高端装备混合A
014143,银河创新成长混合C
050009,博时新兴成长混合
010376,国金鑫悦经济新动能C
021648,东方红动力领航混合C
012651,博时半导体主题混合C
024674,兴合景气智选混合发起式A
016605,财通资管臻享成长混合A
202023,南方优选成长混合A
506000,南方科创板3年定开混合
024932,华夏卓越成长混合E
009394,银华同力精选混合
018796,海富通远见回报混合A
022709,万家臻选混合C
012478,富国匠心精选12个月持有混合C
008208,博道嘉泰回报混合
013046,富国产业升级混合C
001152,融通新区域新经济灵活配置混合
002095,博时新收益A
006905,泰康产业升级混合C
519183,万家双引擎灵活配置混合A
519957,长信睿进混合A
018237,长盛创新驱动混合C
019006,蜂巢先进制造混合发起式A
002096,博时新收益C
016606,财通资管臻享成长混合C
519956,长信睿进混合C
017485,长盛高端装备混合C
015547,华商核心成长一年持有混合A
014350,华商卓越成长一年持有混合A
024675,兴合景气智选混合发起式C
014600,博时回报严选混合A
161810,银华内需精选混合(LOF)A
007355,汇添富科技创新混合A
018797,海富通远见回报混合C
005343,长安裕盛灵活配置混合A
007497,中庚价值灵动灵活配置混合
008186,淳厚信睿混合A
020199,万家双引擎灵活配置混合C
013006,摩根景气甄选混合A
019007,蜂巢先进制造混合发起式C
020975,万家科技量化选股混合发起式A
023044,太平科技先锋混合发起式A
010790,海富通均衡甄选混合A
008793,博道嘉元混合A
014325,国联安核心趋势一年持有混合A
005344,长安裕盛灵活配置混合C
014639,兴全合衡三年持有混合A
005206,南方优选成长混合C
257020,国联安精选混合
519196,万家新兴蓝筹A
015548,华商核心成长一年持有混合C
011486,博时创新精选混合A
014601,博时回报严选混合C
168105,九泰泰富灵活配置混合(LOF)A
014351,华商卓越成长一年持有混合C
080002,长盛创新先锋混合A
013861,泓德产业升级混合A
014640,兴全合衡三年持有混合C
002149,嘉实新优选混合
002446,广发利鑫灵活配置混合A
011030,达诚价值先锋灵活配置A
017960,招商趋势领航混合A
008187,淳厚信睿混合C
013007,摩根景气甄选混合C
020976,万家科技量化选股混合发起式C
015688,九泰泰富灵活配置混合(LOF)C
519026,海富通中小盘混合
008794,博道嘉元混合C
160512,博时卓越品牌混合(LOF)A
007356,汇添富科技创新混合C
001305,九泰天富改革混合A
000698,宝盈科技30混合
023045,太平科技先锋混合发起式C
519133,海富通改革驱动混合
210008,金鹰策略配置混合
022714,万家新兴蓝筹C
002383,大成趋势回报灵活配置混合A
519195,万家品质生活混合A
009912,九泰天富改革混合C
010898,银河产业动力混合A
000574,宝盈新价值混合A
011487,博时创新精选混合C
400001,东方龙混合
011172,广发利鑫灵活配置混合C
010791,海富通均衡甄选混合C
012221,瑞达行业轮动混合A
014326,国联安核心趋势一年持有混合C
001106,华商健康生活混合
024202,永赢制造升级智选混合发起A
019295,博时匠心优选混合A
011031,达诚价值先锋灵活配置C
180020,银华成长先锋混合A
004987,诺德新享灵活配置混合
019347,富国匠心成长混合A
000496,长安产业精选混合A
012222,瑞达行业轮动混合C
020416,农银先进制造混合A
010305,华夏创新驱动混合A
010313,上银鑫恒混合A
017961,招商趋势领航混合C
011828,平安睿享成长混合A
012716,长盛创新先锋混合C
013862,泓德产业升级混合C
009857,博时价值臻选持有期混合A
019184,大成趋势回报灵活配置混合C
000935,浙商汇金转型成长
013495,信澳产业优选一年持有混合A
010646,融通价值趋势混合A
501096,国联安科创混合(LOF)
016600,万家品质生活混合C
169104,东方红睿满沪港深混合(LOF)A
007203,银河新动能混合A
008381,前海开源新兴产业混合A
018821,银华新材料混合发起式A
009596,泰康创新成长混合A
018870,银河产业动力混合C
001053,南方创新经济
004666,长城久嘉创新成长混合A
519197,万家颐达灵活配置混合A
015842,国投瑞银专精特新量化选股混合A
020417,农银先进制造混合C
024203,永赢制造升级智选混合发起C
001103,前海开源工业革命4.0混合
002071,长安产业精选混合C
001667,南方转型增长混合A
019296,博时匠心优选混合C
519929,长信电子信息量化灵活配置混合A
023448,上银资源精选混合发起式A
630010,华商价值精选混合
009914,富国成长动力混合A
012530,永赢惠添盈一年持有混合
019348,富国匠心成长混合C
004497,前海开源多元策略混合C
202212,南方平衡配置混合A
006573,人保行业轮动混合A
007574,宝盈新价值混合C
012528,广发鑫睿一年持有期混合A
014729,前海开源新兴产业混合C
013846,上银鑫恒混合C
530011,建信内生动力混合A
373020,摩根双核平衡混合A
004496,前海开源多元策略混合A
010490,鹏华高质量增长混合A
018822,银华新材料混合发起式C
010306,华夏创新驱动混合C
009488,中邮价值精选混合A
010647,融通价值趋势混合C
009931,淳厚欣享一年持有期混合A
015843,国投瑞银专精特新量化选股混合C
009597,泰康创新成长混合C
001682,新华鑫回报混合
017757,银河新动能混合C
019077,万家颐达灵活配置混合C
010052,长城久嘉创新成长混合C
690001,民生加银品牌蓝筹混合A
013153,长信电子信息量化灵活配置混合C
000527,南方新优享灵活配置混合A
023449,上银资源精选混合发起式C
011829,平安睿享成长混合C
001216,易方达新收益混合A
009858,博时价值臻选持有期混合C
019293,长江长扬混合发起A
009489,中邮价值精选混合C
013496,信澳产业优选一年持有混合C
011167,景顺长城景气成长混合A
010126,平安价值成长混合A
016282,建信内生动力混合C
006574,人保行业轮动混合C
501077,富国创新企业灵活配置混合(LOF)A
481017,工银量化策略混合A
014499,南方转型增长混合C
011284,中信保诚龙腾精选混合
001217,易方达新收益混合C
501097,国寿安保科技创新混合(LOF)
015412,西部利得数字产业混合A
023632,景顺长城新兴产业混合A
015174,摩根双核平衡混合C
015715,富国成长动力混合C
012529,广发鑫睿一年持有期混合C
501054,东方红睿泽三年持有混合A
009939,淳厚欣享一年持有期混合C
014356,长信企业成长三年持有混合A
019838,民生加银品牌蓝筹混合C
019136,交银启合混合A
019294,长江长扬混合发起C
011800,申万菱信价值精选混合A
005186,长安鑫兴混合A
001302,前海开源金银珠宝混合A
163402,兴全趋势投资混合(LOF)
519029,华夏稳增混合
015756,景顺长城景气成长混合C
017244,南方前瞻动力混合A
016568,嘉实碳中和主题混合A
002863,金信深圳成长混合A
002207,前海开源金银珠宝混合C
010792,华安成长先锋混合A
005187,长安鑫兴混合C
023633,景顺长城新兴产业混合C
015413,西部利得数字产业混合C
002064,华富产业升级灵活配置混合A
008467,博道嘉瑞混合A
010491,鹏华高质量增长混合C
000458,英大领先回报A
001606,农银工业4.0混合
011032,东方红睿泽三年持有混合C
006590,南方新优享灵活配置混合C
015849,富国创新企业灵活配置混合(LOF)C
012241,工银量化策略混合C
024317,前海开源研究驱动混合A
001365,大成正向回报灵活配置混合A
023135,农银创新驱动混合A
270028,广发制造业精选混合A
006769,长城研究精选混合A
014357,长信企业成长三年持有混合C
000714,诺安稳健回报混合A
017551,南方景气前瞻混合A
010127,平安价值成长混合C
014792,华泰柏瑞匠心臻选混合A
040008,华安策略优选混合A
023036,中欧资源精选混合发起A
022901,英大领先回报C
002052,诺安稳健回报混合C
016157,汇添富数字经济核心产业一年持有期混合A
019137,交银启合混合C
010264,鹏华成长智选混合A
004205,东方支柱产业灵活配置混合
010109,富国价值增长混合A
023037,中欧资源精选混合发起C
015158,申万菱信价值精选混合C
013590,南方比较优势混合A
002160,南方驱动混合
005910,广发龙头优选混合A
501099,平安新兴产业混合(LOF)
018993,中欧数字经济混合发起A
017667,鹏华新材料混合发起式A
024318,前海开源研究驱动混合C
017245,南方前瞻动力混合C
007895,嘉实价值成长混合
002577,南方新兴龙头灵活配置混合A
008468,博道嘉瑞混合C
000209,中信保诚新兴产业混合A
020180,金信深圳成长混合C
000408,民生加银城镇化混合A
000327,南方潜力新蓝筹混合A
010793,华安成长先锋混合C
010023,广发制造业精选混合C
023136,农银创新驱动混合C
550009,中信保诚中小盘混合A
019207,大成正向回报灵活配置混合C
017969,华富产业升级灵活配置混合C
012188,华安优势龙头混合A
016569,嘉实碳中和主题混合C
005634,汇安行业龙头混合A
001402,中信保诚新选混合A
519704,交银先进制造混合A
001744,诺安进取回报混合A
002030,中信保诚新选混合B
016159,汇添富数字经济核心产业一年持有期混合D
260112,景顺长城能源基建混合A
010377,广发价值核心混合A
005598,广发中小盘精选混合A
160143,南方创业板2年定期开放混合
005775,中加转型动力混合A
210004,金鹰稳健成长混合
017552,南方景气前瞻混合C
019189,华商品质价值混合A
013655,华安策略优选混合C
014538,长城研究精选混合C
011874,博时先进制造混合A
005001,交银持续成长主题混合A
014793,华泰柏瑞匠心臻选混合C
379010,摩根中小盘混合A
013755,中银证券内需增长混合A
519003,海富通收益增长混合
000011,华夏大盘精选混合A
018290,广发龙头优选混合C
001986,前海开源人工智能主题混合A
002252,融通成长30灵活配置混合A
013591,南方比较优势混合C
001017,宏利改革动力混合A
009706,民生加银城镇化混合C
519110,浦银价值成长混合A
017668,鹏华新材料混合发起式C
018994,中欧数字经济混合发起C
012189,华安优势龙头混合C
014263,鑫元长三角混合A
014963,交银先进制造混合C
001398,华泰柏瑞健康生活混合
015689,富国价值增长混合C
001125,博时互联网主题灵活配置混合
022607,汇安行业龙头混合C
010864,泓德卓远混合A
001534,华宝万物互联混合A
013526,中信保诚新兴产业混合C
016256,中信保诚中小盘混合C
017090,景顺长城能源基建混合C
010378,广发价值核心混合C
010265,鹏华成长智选混合C
013955,广发中小盘精选混合C
013756,中银证券内需增长混合C
007345,富国科技创新灵活配置混合
519181,万家和谐增长混合A
002776,招商安荣混合A
010636,财通安盈混合A
018706,兴银先进制造智选混合发起A
003550,宏利改革动力混合C
015396,南方潜力新蓝筹混合C
023286,前海开源人工智能主题混合C
018868,兴全品质甄选混合A
016626,汇添富创新成长混合A
012628,华夏大盘精选混合C
011875,博时先进制造混合C
014011,浦银价值成长混合C
019190,华商品质价值混合C
001731,广发百发大数据价值混合A
017178,摩根中小盘混合C
014264,鑫元长三角混合C
017859,交银持续成长主题混合C
290014,泰信现代服务业混合
014106,融通成长30灵活配置混合C
009054,圆信永丰沣泰A
001732,广发百发大数据价值混合E
018611,鹏华高端装备一年持有期混合A
005776,中加转型动力混合C
011170,宝盈智慧生活混合A
009008,平安科技创新混合A
014773,华安品质领先混合A
010637,财通安盈混合C
019535,东方红新兴成长混合A
008065,汇添富中盘积极成长混合A
011637,广发沪港深价值成长混合A
016954,万家和谐增长混合C
019820,鹏华远见精选混合发起式A
001069,华泰柏瑞消费成长混合
016463,华宝万物互联混合C
233011,大摩主题优选混合
008671,银华科技创新混合A
015986,中海新兴成长六个月持有期混合
018707,兴银先进制造智选混合发起C
014287,泰康新锐成长混合A
012541,金鹰产业升级混合A
010865,泓德卓远混合C
021665,中银周期优选混合发起A
011371,华商远见价值A
009861,鹏华新兴成长混合A
018869,兴全品质甄选混合C
003292,嘉实优势成长混合A
016627,汇添富创新成长混合C
011171,宝盈智慧生活混合C
213003,宝盈策略增长混合
011638,广发沪港深价值成长混合C
002777,招商安荣混合C
019821,鹏华远见精选混合发起式C
019536,东方红新兴成长混合C
010925,兴银科技增长1个月滚动混合A
100060,富国高新技术产业混合
000601,华宝创新优选混合
700004,平安灵活配置混合A
018612,鹏华高端装备一年持有期混合C
001366,金鹰产业整合混合A
016924,广发百发大数据价值混合C
260115,景顺长城中小盘混合A
002542,长城久鼎混合A
008066,汇添富中盘积极成长混合C
001000,中欧明睿新起点混合
014774,华安品质领先混合C
004936,中航混改精选混合A
022704,银河科技成长混合发起式A
007808,华银量化优选灵活配置
021666,中银周期优选混合发起C
002495,前海开源量化优选A
004937,中航混改精选混合C
206009,鹏华新兴产业混合A
009009,平安科技创新混合C
016135,嘉实优势成长混合C
001743,诺安优选回报混合A
009862,鹏华新兴成长混合C
002496,前海开源量化优选C
165516,中信保诚周期轮动混合(LOF)A
000073,摩根成长动力混合A
015357,摩根慧享成长混合A
002512,长城久润混合A
012410,海富通成长领航混合A
017366,泰康新锐成长混合C
010926,兴银科技增长1个月滚动混合C
260117,景顺长城支柱产业混合A
004958,圆信永丰优享生活
016856,银河景气行业混合A
012542,金鹰产业升级混合C
377240,摩根新兴动力混合A
011884,工银景气优选混合A
013607,广发睿恒进取一年持有期混合A
013000,广发盛泽一年持有混合A
011372,华商远见价值C
016059,长城久鼎混合C
021642,富国资源精选混合发起式A
001373,易方达新丝路灵活配置混合
202001,南方稳健成长混合
015078,平安灵活配置混合C
015640,金鹰产业整合混合C
011021,汇添富互联网核心资产六个月持有混合A
290008,泰信发展主题混合
018553,景顺长城中小盘混合C
202002,南方稳健成长贰号混合
001532,华安文体健康混合A
024437,华安竞争优势混合A
025351,诺安优选回报混合C
169105,东方红睿华沪港深混合(LOF)A
022705,银河科技成长混合发起式C
019281,华西优选成长一年持有混合A
009750,汇安价值蓝筹混合A
010303,华泰柏瑞量化创盈混合A
010761,华商甄选回报混合A
015638,摩根成长动力混合C
021512,景顺长城支柱产业混合C
013001,广发盛泽一年持有混合C
010181,兴业优势产业混合A
013608,广发睿恒进取一年持有期混合C
017885,长城久润混合C
014335,中信保诚周期轮动混合(LOF)C
006429,诺安恒鑫混合A
002145,诺安景鑫灵活配置混合
014642,摩根新兴动力混合C
014818,国金新兴价值混合A
015358,摩根慧享成长混合C
630005,华商动态阿尔法混合
011277,上银科技驱动双周定期可赎回混合A
022167,富国资源精选混合发起式C
016857,银河景气行业混合C
011786,工银聚安混合A
000936,博时产业新动力混合A
001484,天弘新价值混合A
006270,汇安核心成长混合A
011885,工银景气优选混合C
011022,汇添富互联网核心资产六个月持有混合C
010967,博道嘉丰混合A
024438,华安竞争优势混合C
001466,华富永鑫灵活配置混合A
021501,信澳科技驱动混合A
660005,农银中小盘混合
110010,易方达价值成长混合
006401,先锋量化优选混合A
013116,华安文体健康混合C
010808,达诚策略先锋混合A
001467,华富永鑫灵活配置混合C
012411,海富通成长领航混合C
013269,交银瑞和三年持有期混合
018949,东方红睿华沪港深混合(LOF)C
009751,汇安价值蓝筹混合C
010936,交银均衡成长一年混合A
025472,华西优选成长一年持有混合C
571002,诺德灵活配置混合
002860,前海开源沪港深新机遇混合A
010809,达诚策略先锋混合C
016049,华商甄选回报混合C
007731,民生加银持续成长混合A
000545,中邮核心竞争力灵活配置混合
011787,工银聚安混合C
007074,国寿安保新蓝筹混合
014819,国金新兴价值混合C
016246,天弘新价值混合C
000066,诺安鸿鑫混合A
009188,鹏华股息精选混合
010304,华泰柏瑞量化创盈混合C
013892,上银科技驱动双周定期可赎回混合C
010088,工银优质成长混合A
008638,广发科技创新混合A
006402,先锋量化优选混合C
007777,中邮研究精选混合
011011,融通产业趋势精选混合A
070027,嘉实周期优选混合
009859,银华乐享混合A
010182,兴业优势产业混合C
002703,长城久源灵活配置混合A
017929,前海开源沪港深新机遇混合C
021502,信澳科技驱动混合C
519908,华夏兴华混合A
410009,华富量子生命力混合A
630008,华商策略精选混合
630011,华商主题精选混合
022269,中信保诚周期优选混合A
006271,汇安核心成长混合C
005878,博时产业新动力混合C
014049,中银远见成长混合A
010878,诺德优势产业
